Window End,Sharpe (OOS),Return (OOS),Drawdown (OOS),Turnover,Cost
2011-02-04,2.105503855429483,0.16333735887633183,-0.015066259001252247,0.5,0.0009999999999999998
2011-03-10,-0.11769027820333448,-0.018687087561133908,-0.019308228519350545,0.011876891696873667,2.3757229178185177e-05
2011-04-12,2.3075459707691994,0.24774588600133507,-0.012207730108700576,0.010690811662802687,2.138068365811202e-05
2011-05-16,-1.7158617799868525,-0.2255776184069147,-0.0578385997754588,0.01571498993135749,3.14282991877501e-05
2011-06-17,-2.8076145326703617,-0.28362852908581526,-0.04436521389406756,0.010956240119254567,2.1907382136003544e-05
2011-07-21,3.895723376398405,0.4445374342513253,-0.01778898847774768,0.002165719669029506,4.329711248224516e-06
2011-08-23,-3.9476974905986686,-0.7058093385337596,-0.1186776400354348,0.002625170903010643,5.2444596841645194e-06
2011-09-26,-2.106302741758973,-0.3452001343730281,-0.0805224204464614,0.010166124290927857,2.033066686243105e-05
2011-10-27,4.989443972125628,1.5603358847671749,-0.034038231970451194,0.013135355408287197,2.626752462117333e-05
2011-11-30,-0.09222610584897234,-0.03973836833126865,-0.06420857774707955,4.142342439363185e-06,4.829972245497258e-14
2012-01-04,0.5137739440377079,0.06852089297589758,-0.03869972983205927,0.0017184582385983147,3.432296566525709e-06
2012-02-07,8.67844086453648,0.7055945264407348,-0.007308732018785791,0.0023748416636544508,4.746397301385763e-06
2012-03-12,0.570009430331072,0.04622325476431777,-0.026152338786076368,0.0009056095401070672,1.8054165787596265e-06
2012-04-13,-2.454717849174237,-0.2198784318421072,-0.035631237656447934,0.002934915804285065,5.8633548648377455e-06
2012-05-16,-7.2646949291394955,-0.39658155392559347,-0.04557448289718946,0.00270597875340491,5.408883612592769e-06
2012-06-19,2.842653683640945,0.3466741368886148,-0.02656682108199171,0.0025700270986811777,5.140072397872344e-06
2012-07-23,2.1506633709815177,0.23250596403986323,-0.01885151688222597,0.0012042086091844499,2.4057418801052087e-06
2012-08-23,5.069179471887283,0.4559872227327906,-0.013886266962761629,0.002363610698742739,4.723182561489742e-06
2012-09-26,2.266699253094051,0.1864162598653294,-0.015876035981140846,2.562213910322016e-06,4.262667376831248e-14
2012-10-31,-1.7306532860336739,-0.11647474144204273,-0.023351136016370067,0.0008993557954120196,1.795475069966995e-06
2012-12-04,0.7692474554938109,0.06838704131318174,-0.029805218649856302,3.2023242251044907e-06,3.8875520178745064e-14
2013-01-08,2.450890783070874,0.23073502443112948,-0.015369266745200894,2.7647292439127227e-06,2.5156259850581054e-12
2013-02-11,6.991089335400623,0.3604947635148772,-0.005118658073643534,0.0031240156755834186,6.245471386469259e-06
2013-03-15,3.3881273254294393,0.28222058502896874,-0.01689696765425064,0.004232141022871729,8.459112957585214e-06
2013-04-18,-1.4883682169164258,-0.16490598771817377,-0.03045239566449176,0.0027418495704417396,5.480338981299877e-06
2013-05-21,8.647891804477084,0.7625302751749674,-0.009176183982956276,0.007460590302935052,1.4916747335553499e-05
2013-06-24,-4.188039235868795,-0.4390999328312032,-0.0473260597130013,0.008139056712750697,1.6274046679312525e-05
2013-07-26,7.4368808040119525,0.6429689545122479,-0.011182095980816986,0.006822707265618996,1.3641210625242669e-05
2013-08-28,-1.7311662786438347,-0.12827028146796304,-0.0264756711820624,0.007383008703495252,1.4762381728449448e-05
2013-10-01,4.293918331548623,0.36812656680133915,-0.018789586526275603,0.0019281171323427015,3.847122805990181e-06
2013-11-01,3.878670705890619,0.36589139495587486,-0.011318567057000961,0.004571295887636004,9.140544790425138e-06
2013-12-05,0.47812095490492,0.029346588806506313,-0.012756275387088789,0.0057052588128491295,1.140658796682534e-05
2014-01-09,1.6031590996686615,0.10938825883901115,-0.010402945860013557,0.003706433702525715,7.4110653921961516e-06
2014-02-12,-0.5708472827780381,-0.06388773496168532,-0.04227525745575822,0.006387703445329549,1.2775648275113077e-05
2014-03-18,1.92128677339166,0.1390685673447567,-0.016387697804554846,4.813190455175571e-06,7.926608228057265e-14
2014-04-21,1.3904323708294448,0.11303862903993189,-0.023640920584234726,0.004494176488358162,8.98153034548474e-06
2014-05-22,0.15091720197448089,0.006674162303640374,-0.010582015824096902,0.003705686665597547,7.405538766650214e-06
2014-06-25,7.120506079514886,0.3534053970486708,-0.0071978087989822415,0.0006936720273491854,1.379169184108001e-06
2014-07-29,-2.194394505378037,-0.10788813761332072,-0.015467134495355195,0.003952763089809448,7.896024220681235e-06
2014-08-29,5.227641656445348,0.30718873725737406,-0.008921318048752847,4.167219602147334e-06,3.0390124276951337e-14
2014-10-02,-5.499320216652619,-0.30102298928655424,-0.029589049474412543,0.0007459691701843825,1.489540480223894e-06
2014-11-04,1.7067563717744576,0.20622365147805288,-0.031099802213859107,0.003863854318754394,7.724966166820083e-06
2014-12-08,-1.5024152702550326,-0.08568419095697122,-0.017511945261828532,0.006992123225063682,1.397608174002589e-05
2015-01-12,-0.49007411091863445,-0.059255409201091624,-0.027392910683263216,0.007331675462859386,1.4661870437427332e-05
2015-02-13,3.8232784520702943,0.3806152937330387,-0.018613544389683767,0.0023303142771805754,4.657444631572913e-06
2015-03-19,0.28984154092991743,0.019593765700290255,-0.022459985900809887,0.005642881657512835,1.1276274260940095e-05
2015-04-22,0.8593132940221045,0.05212054341029759,-0.0104482111496208,0.0006521803881201728,1.2969875351141633e-06
2015-05-26,-1.011181949352768,-0.0776161600028431,-0.015360599865404723,0.003470976194140893,6.935097221514328e-06
2015-06-26,-1.7835663386855023,-0.09680414072984533,-0.01272142662736675,4.236231806677524e-06,3.488181586688672e-14
2015-07-30,0.7434487610869338,0.060051884615684115,-0.022906758936788174,0.0012269782813243242,2.4458929464414577e-06
2015-09-01,-4.206526085462026,-0.5346719105993524,-0.07911088190440185,0.003776681570121518,7.54575339235717e-06
2015-10-05,0.9785609157877644,0.12431474936310938,-0.033732787501389416,4.027572147420039e-06,6.520437669970324e-14
2015-11-05,2.9039309602271737,0.26643211834828895,-0.010478873922132759,0.0011135359619882758,2.2218954373299707e-06
2015-12-09,-2.086811760356631,-0.19152589854155821,-0.02790228377978876,0.0017584298827408042,3.5093640185120182e-06
2016-01-13,-3.6765846791327834,-0.357042568879262,-0.057043387493385334,0.0032440661362732257,6.4825744267205605e-06
2016-02-17,1.4293904783793685,0.20726173487421096,-0.03929263715977782,0.002771014015536751,5.534388549972738e-06
2016-03-21,6.175760635190134,0.6948429212998739,-0.008459799616876817,0.0021388336406192275,4.270410337944282e-06
2016-04-22,5.189482812646937,0.4408448368679947,-0.010795118056969533,0.002357972587351038,4.702923460422362e-06
2016-05-25,-0.5679343306429325,-0.04660471593265647,-0.02250021779080702,0.0027200543398782457,5.431843725024825e-06
2016-06-28,0.18089052540886175,0.012942978956641982,-0.028390148015933758,0.0006913132084296191,1.3724278097516756e-06
2016-08-01,3.004524476944437,0.1784698569783476,-0.006610222622013606,0.0038169363145151847,7.625559800343564e-06
2016-09-01,2.380656793001841,0.08977001688426944,-0.007950818888258104,5.173259694648896e-06,7.032585083491004e-14
2016-10-05,-1.3099575184975407,-0.1380018454998594,-0.02549173947152772,0.0006565473545129567,1.3055935549839403e-06
2016-11-07,-0.7974854998694036,-0.05082326856534658,-0.02103865575220798,6.0374786376281695e-06,2.637964939847328e-13
2016-12-09,10.968429558338538,0.6370954709691634,-0.002775364714085682,0.006782938636366754,1.3558379374118372e-05
2017-01-13,-0.040367312621479266,-0.003486817430483624,-0.00720310510769917,0.007907808768435842,1.58163429676291e-05
2017-02-16,4.884717197893264,0.24139700237914385,-0.008885722823851139,0.0019990293300626194,3.9880814751663545e-06
2017-03-22,-2.724036495381743,-0.16119403803758658,-0.022326917269497426,0.004469243206574226,8.931236209481765e-06
2017-04-25,3.357885520396789,0.18263249652563007,-0.008919204431172112,4.801482553349856e-06,1.793684591804868e-13
2017-05-26,2.6488533689522655,0.1444974425962242,-0.009592118107435765,0.0030302901645011494,6.056528162978488e-06
2017-06-29,1.122932423817685,0.05620110295877678,-0.0103253924492821,0.021162106152774262,4.23184847742269e-05
2017-08-02,1.9543941312984456,0.0693876065796728,-0.006817990865518597,0.00445623470702129,8.906083897247965e-06
2017-09-05,-0.02708335614612296,-0.0031708775505430165,-0.010328532765404241,0.0033441486880254378,6.677760359180545e-06
2017-10-06,8.70722877166904,0.31570086337618397,-0.0029765385059256078,0.0018262020061747355,3.6385780878880984e-06
2017-11-08,4.28339791284446,0.1307682837513151,-0.0048470092348696925,0.007389506448486611,1.47707541363758e-05
2017-12-12,7.721323790267855,0.4339690604497868,-0.005115068846672677,0.0010828878822748376,2.153662460827135e-06
2018-01-17,7.984030651929446,0.5173335269457426,-0.008158262319394871,0.018575076584741022,3.7143612496861023e-05
2018-02-20,-2.6600175569175075,-0.3525709234119878,-0.07264452459534454,0.01083409427324024,2.1667950600893145e-05
2018-03-23,-2.855103580974376,-0.26883621316127515,-0.042059037119768106,0.0032262292701509105,6.44548011158062e-06
2018-04-26,1.7125260219137746,0.16574849461604035,-0.013956762902561204,0.00032826462972671976,6.417361161991598e-07
2018-05-30,3.5121067069807936,0.22267870002433798,-0.010499547619524874,0.0040596899651673575,8.11003679064359e-06
2018-07-02,-2.711801477387401,-0.11356761234237778,-0.021817314994330483,0.005103335533765383,1.019048994587685e-05
2018-08-03,4.832239550193799,0.2538520511776139,-0.0066257783830863115,0.0027679003089076965,5.525648969216363e-06
2018-09-06,-0.19339991606936896,-0.011690283344963803,-0.01164428735514611,8.49460027683334e-06,1.7557152179565667e-13
2018-10-09,0.18442289657150798,0.006244264559240209,-0.01326009176091092,0.0010752507152288352,2.1355447448690052e-06
2018-11-09,0.9662101010231443,0.10382135320074726,-0.03564198548451625,6.798398454108428e-06,1.583412826842625e-13
2018-12-14,-2.91464755550768,-0.2937782859353998,-0.044487621351513074,6.72297414476074e-06,1.6765496952558377e-13
2019-01-18,2.8904595953578482,0.4907201780659134,-0.03550242994137642,7.128112421778252e-06,1.3536850688815043e-13
2019-02-22,8.581810513420958,0.6222753718518848,-0.0059860768076984705,6.893411563838129e-06,1.5172281988596232e-13
2019-03-27,-0.4835641565334541,-0.034252611392918464,-0.013746766751467576,7.49849986502672e-06,1.574863514786741e-13
2019-04-30,5.919884895703494,0.2862987084282689,-0.004862259698996896,4.924601667851093e-06,1.5733751139717108e-13
2019-06-03,-3.2278481573299254,-0.25499186214418035,-0.03686125750706304,1.0444401417119949e-05,1.681723347303574e-13
2019-07-05,7.680136228774679,0.4797523815484126,-0.009746600870780164,7.499838091981785e-06,1.7967507061895444e-13
2019-08-07,-1.686069706302677,-0.1293662212969071,-0.030651829224600524,9.191487921628834e-06,1.7110809761565797e-13
2019-09-10,2.30544506251479,0.24484077232272927,-0.015757966674905366,0.0007353619734139245,1.4567235111082523e-06
2019-10-11,-1.4260861056116374,-0.10026822652563971,-0.023684691373815348,7.023827511179843e-06,1.5238282872709047e-13
2019-11-13,8.079285219353991,0.293925501854416,-0.0031959840740350964,9.939417929100731e-06,1.4969178286160641e-13
2019-12-17,3.863083288354644,0.17313704245264816,-0.010197466517952503,7.735295798073514e-06,1.6323696055261492e-13
2020-01-22,5.203425000898448,0.20248029209029417,-0.003917683853906007,6.304578585713495e-06,1.5949616861095938e-13
2020-02-25,-3.320961294108728,-0.3197112706070042,-0.04105204976325738,7.615889846723546e-06,1.6638059828209065e-13
2020-03-27,-2.450998000048639,-0.7940064959664849,-0.21704439289768718,7.1632517949748095e-06,1.9477753486571207e-13
2020-04-30,3.052265979649054,0.9074792292719049,-0.02298193200889387,0.011470749084953026,2.293027751719454e-05
2020-06-03,5.370890031011625,1.0638277519362358,-0.02464933907628908,6.470326368486774e-06,1.0831642719697611e-13
2020-07-07,-1.7983556160845928,-0.29663987757452104,-0.05707695782322908,8.991197658175349e-06,1.356435229416526e-13
2020-08-07,9.8447154965145,1.0298042609689193,-0.008048792344224398,6.072051927173972e-06,1.1338293084548258e-13
2020-09-10,-0.8084757450254514,-0.07734037662231175,-0.027652410209477396,1.1912675070033721e-05,1.0760325520589878e-13
2020-10-13,0.934531846196504,0.1003639742405098,-0.03518208062202499,0.0006157395993802912,1.2192366511146577e-06
2020-11-13,2.7460477467838738,0.43665010851443586,-0.036488482318279725,0.001621262984357137,3.2337545876623658e-06
2020-12-17,3.676502466822732,0.3175213787305693,-0.01130347781057417,7.578623143332747e-06,1.2862870049790422e-13
2021-01-22,3.6827688419703297,0.2963127111384549,-0.008489446874278772,0.0010548212708243738,2.0937206649382897e-06
2021-02-25,0.9944176185739929,0.10990863531882633,-0.016057604458335373,0.0028294658947313565,5.646338771053641e-06
2021-03-30,1.5852363715583526,0.16162964216260955,-0.020061538770874687,0.00779659075987865,1.558171821931942e-05
2021-05-03,4.325134174992004,0.30859290285810026,-0.011146180045944698,0.00939651981865219,1.8782571072874537e-05
2021-06-04,2.1860844039638923,0.21501630440946373,-0.02716428644266755,0.0029033510564115683,5.796966250002727e-06
2021-07-08,-2.6984233377333546,-0.19364449964562547,-0.027804919881462276,0.0006119417366374962,1.2107371225458078e-06
2021-08-10,0.4306742823573391,0.02991612275535016,-0.016291944862471652,8.626230171613806e-06,1.4760387461345186e-13
2021-09-13,0.33046316056135294,0.018547456392244754,-0.013586264138739756,0.003031450744244666,6.048608630949087e-06
2021-10-14,-0.6913011371095945,-0.0646736221255062,-0.020421115025911485,0.0015362165909184177,3.0553379126744183e-06
2021-11-16,6.515179677146892,0.3925919008584,-0.00727267143442567,0.0036076649551860826,7.215470714202128e-06
2021-12-20,-2.5214632491818203,-0.25027361785216806,-0.03551136027692614,0.0024923728343839192,4.967876592171968e-06
2022-01-24,-3.4239396219385156,-0.23395628142717273,-0.040275421778125486,0.0008176342084996695,1.6229139939183546e-06
2022-02-25,0.9461822810209904,0.10368477828395672,-0.03382241824328358,0.002978047557303504,5.942165002300122e-06
2022-03-30,2.7659244151309026,0.3295270306622011,-0.02608540768537171,0.0025479330371963043,5.08187237499497e-06
2022-05-03,-4.5125671125419204,-0.4256991774339247,-0.04985872930135904,0.003855459854641019,7.705302557541451e-06
2022-06-06,-0.27261240479953636,-0.04563226714050983,-0.027017404669660183,0.005657811402334985,1.129767737901479e-05
2022-07-11,-3.646606349404846,-0.425171694439782,-0.05375177394296582,6.667227161199674e-06,8.826148346158136e-14
2022-08-11,7.359901045794042,0.9821532292792183,-0.008257412051007385,0.001868461447364756,3.728396145226212e-06
2022-09-14,-4.64585192423498,-0.46751524858889704,-0.05831126736409453,7.87571610593248e-06,5.2675950894855866e-14
2022-10-17,-2.233131900995605,-0.3224125473002317,-0.05133660884410851,0.0014825764367334437,2.9546588221230224e-06
2022-11-17,4.947034034419641,1.0060220419806742,-0.014120877212537408,0.0024178309599612226,4.8294243049032945e-06
2022-12-21,-0.1002427957700616,-0.01726322231851274,-0.032318791318659446,0.0014257257989406624,2.843996468814612e-06
2023-01-26,3.312938701616394,0.36169872171369666,-0.016676785409677763,0.0009189903216051779,1.8318306440911922e-06
2023-03-01,-2.7148439959956994,-0.1977204312814228,-0.032315595930487495,8.281440960337236e-06,1.2921818653288421e-13
2023-04-03,-0.12882845160543077,-0.017073460425193088,-0.03146187213240459,0.0030008295187147933,5.993312768247095e-06
2023-05-05,1.1437841931502903,0.0766094964741344,-0.013676536505522252,7.691414930757391e-06,4.422143972495842e-14
2023-06-08,1.3963702300433625,0.10897121270987853,-0.016387537401178154,0.0002802586644603814,5.506757243661401e-07
2023-07-13,3.363983287658794,0.24597168601758157,-0.016268789179678556,8.488459456288984e-06,4.514769710550757e-14
2023-08-15,-2.729376053973816,-0.15914989440622873,-0.028870393784648396,0.0028538614912169613,5.6854287173377e-06
2023-09-18,2.1977478320801582,0.14912361902854543,-0.010498298410431373,6.800847112430557e-06,7.481583522907738e-14
2023-10-19,-4.900278004894493,-0.3309267177187758,-0.027555531539487754,6.939177472151828e-06,4.450799985411717e-14
2023-11-21,6.223598097224988,0.6952647311950826,-0.012127364844272237,9.048909313829143e-06,4.8452347153848486e-14
2023-12-26,6.851468148953997,0.6834605041596349,-0.009444222813892789,8.6353873558238e-06,4.981409907733566e-14
2024-01-30,1.4392936572646473,0.08684005885912205,-0.012086467693937508,0.001716018715675744,3.418524999000167e-06
2024-03-04,4.160636050205779,0.3251081869938657,-0.01134908311884475,0.0002982819153377992,5.908815131211948e-07
2024-04-05,2.475695593677511,0.16559810343158765,-0.013060684083327834,0.004186137758040851,8.363046790397247e-06
2024-05-08,-0.709251695189466,-0.05583278963021743,-0.01851294904023093,0.002102460532416708,4.19218661848905e-06
2024-06-11,-0.5003560422542577,-0.03759030761792426,-0.021012427036504966,0.0004490856090175899,8.813434672097904e-07
2024-07-16,8.433123036286755,0.601824614415317,-0.006865619058278871,9.957528919498595e-06,2.544365381472975e-14
2024-08-16,0.6548861971592885,0.07456474439915195,-0.039808087096629974,0.0006745216538395913,1.3345704891228171e-06
2024-09-19,3.639930428258284,0.3499432853647544,-0.02161879817904433,0.0002000963468702005,3.851931466205134e-07
2024-10-22,1.1450409760201683,0.07050261855964468,-0.007892943995039703,0.0018699007290150448,3.714923857916808e-06
2024-11-22,3.2551421103552904,0.2932045168598574,-0.015792653654614908,0.004722944751327834,9.427771064307994e-06
2024-12-27,-4.445473152248573,-0.3140780529231787,-0.0456430367491627,0.009336781056470678,1.865630127901261e-05
2025-02-03,4.120058027985259,0.3538087942640624,-0.013346571279481356,8.97835368455298e-06,2.4107706044337716e-13
2025-03-07,-2.1258077194325398,-0.155856409837007,-0.02499828910067048,0.002060380447234776,4.098820911654376e-06
2025-04-09,-0.7330954499637324,-0.18821788537075945,-0.08006924359230694,9.934454434395184e-06,1.0786265047160408e-13
2025-05-13,6.9160085370672695,0.7782939773178785,-0.010136768779228533,9.398923834343068e-06,1.2227575372957667e-13
2025-06-16,1.7051962788611874,0.12776726081634604,-0.013025841607123834,7.240676683861634e-05,1.2331747494911063e-07
2025-07-21,4.402861131559974,0.303213104360317,-0.0115214616014927,1.3698152392431597e-05,1.0130260439410042e-13
2025-08-21,0.20650857312793364,0.010166470853441245,-0.016323690804251223,0.003368037387610429,6.729026127003783e-06
2025-09-24,6.189070771625234,0.2666651956860593,-0.003125333788930096,1.2104036737988817e-05,2.7164097107644946e-13
2025-10-27,3.225991566930338,0.2987902634021007,-0.016277600146821114,0.0026194381869058137,5.219303628915338e-06
